chem_code,chemalpha_cd,chemname
5808,66975,"ENDOTHALL, MIXED MONO- AND DI- (N,N-DIMETHYLALKYLAMINE) SALTS"
1354,67000,"ENDOTHALL, MONO (N,N-DIETHYL ALKYLAMINE) SALT"
2056,67050,"ENDOTHALL, MONO [N,N-DIMETHYL ALKYLAMINE] SALT"
1356,67100,"ENDOTHALL, DIPOTASSIUM SALT"
262,67300,"ENDRIN"
4069,67350,"ENDRIN ALDEHYDE"
5029,67375,"ENDRIN KETONE"
90262,67400,"ENDRIN, OTHER RELATED"
1927,67550,"EPICHLOROHYDRIN"
263,67600,"EPN"
2550,67625,"EPOXIDIZED LINSEED OIL"
2551,67650,"EPOXIDIZED SOYBEAN OIL"
3190,67675,"1,2-EPOXY BUTANE"
3650,67680,"EPOXY RESINS"
264,67700,"EPTC"
266,67800,"ERBON"
90266,67900,"ERBON, OTHER RELATED"
1785,67950,"ERYTHROMYCIN PHOSPHATE"
2224,67975,"ERYTHROSINE B"
4040,67977,"ESBIOTHRIN"
3546,67980,"ESCOREZ 1102"
2321,67985,"ESFENVALERATE"
2552,67990,"ESPESOL I"
873,68000,"ESSENTIAL OILS"
2166,68050,"ETHALFLURALIN"
1065,68100,"ETHANOLAMINE"
3191,68150,"2,2'-(ETHYL IMINO) DIETHANOL"
1626,68200,"ETHEPHON"
1793,68350,"ETHIOLATE"
268,68400,"ETHION"
2292,68410,"ETHOFENPROX"
1900,68420,"ETHOFUMESATE"
2553,68425,"ETHOMEEN"
404,68430,"ETHOPROP"
2554,68440,"2-ETHOXYETHANOL"
5006,68443,"ETHOXYLATED ALKYL PHOSPHATE ESTERS"
3192,68445,"ETHYL AMINO BENZOATE"
1983,68450,"2-(2-ETHOXYETHOXY) ETHYL 2-BENZIMIDAZOLE CARBAMATE"
1959,68475,"ETHOXYLATED ALKYLPHENOL"
1703,68500,"ETHOXYLATED AMINES"
2555,68525,"ETHOXYLATED CASTOR OIL"
2556,68550,"ETHOXYLATED LANOLIN"
1766,68600,"ETHOXYLATED LINEAR ALCOHOLS"
3651,68610,"ETHOXYLATED LINEAR ALCOHOL (100% C12-C15) SULFATE"
269,68650,"ETHOXYQUIN"
2117,68675,"ETHYL ACRYLATE"
8,68700,"ETHYL ALCOHOL"
3195,68715,"ETHYL-O-AMINO BENZOATE"
3196,68720,"ETHYL AMYL KETONE"
3197,68725,"ETHYL BENZENE"
5359,68726,"ETHYL BUTYLACETYLAMINOPROPIONATE"
3652,68727,"ETHYL CELLULOSE"
3198,68730,"ETHYL CHLORIDE"
3951,68731,"7A-ETHYLDIHYDRO-1H,3H,5H-OXAZOLO{3,4-C}OXAZOLE"
3653,68733,"ETHYLENE-ACRYLIC ACID COPOLYMER"
3199,68735,"N,N-ETHYLENEBIS (12-HYDROXY OCTADECAMIDE)"
3200,68740,"ETHYLENE DIAMINE DODECYL BENZENE SULFONATE"
3201,68745,"ETHYLENE DIAMINE HYDRO IODIDE"
278,68755,"ETHYL FORMATE"
280,68760,"ETHYL HEXANEDIOL"
3202,68762,"2-ETHYL HEXYL AMMONIUM ISOOCTYL PHOSPHATE"
3203,68763,"ETHYL METHACRYLATE"
3204,68764,"ETHYL PARABEN"
1678,68765,"ETHYL THIOGLYCOLATE AND RELATED ALKYL MERCAPTANS"
472,68770,"ETHYLAN"
90472,68775,"ETHYLAN, OTHER RELATED"
270,68800,"ETHYLENE"
1950,68850,"ETHYLENE-ACRYLIC TERPOLYMER"
2557,68855,"ETHYLENE CHLOROBROMIDE"
968,68865,"ETHYLENEDIAMINE"
2062,68885,"ETHYLENE DIAMINE ACETATE"
1654,69000,"ETHYLENE DIAMINE DIHYDRO IODIDE"
271,69200,"ETHYLENE DIBROMIDE"
274,69300,"ETHYLENE DICHLORIDE"
276,69400,"ETHYLENE GLYCOL"
1880,69450,"ETHYLENE GLYCOL, MONO-BUTYL ETHER"
1582,69475,"ETHYLENE GLYCOL MONOMETHYL ETHER"
1232,69500,"ETHYLENE GLYCOL, OLEIC ESTER"
2558,69550,"ETHYLENE GLYCOL POLYMER"
277,69600,"ETHYLENE OXIDE"
874,69700,"ETHYLENE OXIDE - ALKYLATED CRESOL CONDENSATE"
1350,69800,"ETHYLENE OXIDE ADDUCT NONYLPHENOL"
1864,69850,"ETHYLENE OXIDE CONDENSATE OF ABIETYLAMINE, TRIBUTYLTIN CHLORIDE"
2559,69900,"ETHYLENE THIOUREA"
2560,70000,"2-ETHYL-1-HEXANOL"
3228,70050,"2-ETHYL HEXANOIC ACID"
2115,70100,"2-ETHYL HEXYL ACRYLATE"
5061,70110,"2,4-DP,2-ETHYLHEXYL ESTER"
2561,70150,"2-ETHYL HEXYL OXYSTEARATE"
1937,70250,"2-ETHYLHEXYL SULFURIC ACID, SODIUM SALT"
357,70300,"ETHYLMERCURIC PHOSPHATE"
2562,70350,"ETHYL METHYL PHENYL GLYCIDATE"
2114,70400,"4,4-(2-ETHYL-2-NITROTRIMETHYLENE)DIMORPHOLINE"
2563,70500,"ETIDRONIC ACID"
281,70700,"EUCALYPTUS OIL"
2095,70750,"EUGENOL"
282,70800,"FAMPHUR"
389,70900,"FATTY ACIDS, METHYL ESTERS"
2069,70925,"FATTY ACIDS, MIXED"
2012,70950,"FATTY ACID AND PHOSPHATIC"
5204,70960,"FATTY ACIDS DERIVED FROM TALLOW"
2565,70975,"FATTY ACIDS, ETHYL ESTER"
3654,70977,"FATTY ALCOHOLS (100% C4-C10)"
3000,70980,"FD&C BLUE NO. 1 ALUMINUM LAKE"
2566,71000,"FD&C GREEN NO. 3"
2567,71025,"FD&C RED NO. 40"
3655,71050,"FEED SUPPLEMENTS"
3656,71075,"FELDSPAR"
799,71200,"FENAC, AMMONIUM SALT"
1026,71300,"FENAC, DIMETHYLAMINE SALT"
285,71305,"FENAC, SODIUM SALT"
5791,71307,"FENAMIDONE"
194,71310,"FENAMINOSULF"
1857,71320,"FENAMIPHOS"
4070,71325,"FENAMIPHOS SULFONE"
4071,71327,"FENAMIPHOS SULFOXIDE"
1980,71330,"FENARIMOL"
3905,71335,"FENBUCONAZOLE"
1876,71340,"FENBUTATIN-OXIDE"
4032,71345,"FENHEXAMID"
2311,71350,"FENOXAPROP ETHYL"
5123,71355,"FENOXAPROP-P-ETHYL"
2283,71360,"FENOXYCARB"
2234,71370,"FENPROPATHRIN"
5784,71375,"FENPYROXIMATE"
2568,71380,"FENRIDAZONE-POTASSIUM"
181,71400,"FENSULFOTHION"
63,71500,"FENTHION"
599,71625,"FENTIN HYDROXIDE"
4072,71635,"FENURON"
5035,71640,"FENURON TRICHLOROACETATE"
1963,71650,"FENVALERATE"
91963,71675,"FENVALERATE, OTHER RELATED"
3657,71700,"FENUGREEK"
288,71800,"FERBAM"
5093,71875,"FERMONE BOVERIN"
1811,71950,"FERRIC SULFATE (ANHYDROUS)"
3205,71967,"FERRIC CHLORIDE"
3206,71984,"FERRIC OXIDE"
1307,72000,"FERROUS AMMONIUM SULFATE"
289,72025,"FERROUS SULFATE"
1812,72050,"FERROUS SULFATE (MONOHYDRATE)"
2569,72100,"FERTILIZER, GENERAL"
3525,72105,"FILTER PAPER E-D-601-25"
3995,72108,"FIPRONIL"
2570,72110,"FIR NEEDLE OIL, SIBERIAN"
2571,72125,"FISH MEAL"
3658,72130,"FISH OIL"
2572,72150,"FLOMO 1212"
2573,72170,"FLOMO 4NP"
2574,72180,"FLOMO TA-5"
3659,72190,"FLOUR"
2186,72200,"FLUAZIFOP-BUTYL"
5815,72210,"FLUAZIFOP-P-BUTYL"
3898,72300,"FLUAZINAM"
5803,72400,"FLUCARBAZONE-SODIUM"
1848,72430,"FLUCHLORALIN"
2168,72440,"FLUCYTHRINATE"
5027,72441,"FLUDIOXONIL"
3927,72442,"FLUMETSULAM"
5085,72443,"FLUMETRALIN"
5802,72444,"FLUMIOXAZIN"
5090,72445,"FLUMICLORAC-PENTYL"
166,72446,"FLUOMETURON"
3207,72447,"N-2-FLUORENYL ACETAMIDE"
1782,72450,"FLUORIDAMID, DIETHANOLAMINE SALT"
1822,72470,"FLUORODIFEN"
1651,72500,"FLUOROPHENE"
5293,72510,"FLUFENACET"
1436,72525,"FLURECOL-METHYL"
2279,72550,"FLURIDONE"
5768,72552,"FLUROXYPYR"
2320,72555,"FLURPRIMIDOL"
2278,72560,"FLUSILAZOLE"
2305,72570,"FLUTOLANIL"
2195,72575,"TAU-FLUVALINATE"
294,72800,"FOLPET"
5086,72825,"FOMESAFEN SODIUM"
254,72850,"FONOFOS"
5557,72870,"FORCHLORFENURON"
295,72900,"FORMALDEHYDE"
111,73000,"FORMETANATE HYDROCHLORIDE"
3208,73005,"FORMIC ACID"
1921,73010,"FOSAMINE, AMMONIUM SALT"
2210,73025,"FOSETYL-AL"
1856,73050,"FOSPIRATE"
2325,73075,"FOSTHIOZATE"
2575,73080,"FRAGRANCE 1256 H"
3007,73090,"FRAGRANCE FOR MOSQUITO REPELLENT P-7510"
3889,73093,"FRAGRANCE ORANGE 418228"
3563,73095,"FRAGRANCE PNLF 6986"
3852,73098,"FRAGRANCE N-5716"
3891,73099,"FRAGRANCE RS-2661"
1198,73100,"FREE FATTY ACIDS AND/OR AMINE SALTS"
1459,73300,"FREON 12"
5742,73350,"FRUCTOSE"
297,73400,"FUMARIC ACID"
1711,73500,"FUMARIC AND CROTONIC ACIDS, ESTERS OF"
2576,73600,"FURANEOL 15% P.G."
1522,74300,"FURFURAL"
5160,74306,"GAMMA AMINOBUTYRIC ACID"
3210,74312,"GARDOL"
2213,74325,"GARLIC"
1899,74350,"GASOLINE"
3660,74375,"GELATIN"
2577,74400,"GELATIN CAPSULES, R.P. SCHERER"
2578,74500,"GENAMIN T-050"
1270,74700,"GENTIAN VIOLET"
309,74800,"GERANIOL"
2579,74850,"GERMABEN II"
5132,74875,"GERMAN COCKROACH PHEROMONE"
310,74900,"GIBBERELLINS"
771,75000,"GIBBERELLINS, POTASSIUM SALT"
2580,75010,"GIVAUDAN MUQUET PA-6664"
2581,75020,"GLIDDEN NO. 3200 WHITE LATEX"
3854,75025,"GLIOCLADIUM VIRENS GL-21 (SPORES)"
3211,75030,"ALPHA-DELTA-GLUCOHEPTONIC ACID, SODIUM SALT"
3661,75045,"GLUE"
3946,75048,"GLUFOSINATE-AMMONIUM"
5159,75049,"GLUTAMIC ACID"
139,75050,"GLUTARALDEHYDE"
1147,75100,"GLYCEROL"
2205,75150,"GLYCERYL P-AMINOBENZOATE"
3214,75162,"GLYCERYL RICINIOLEATE"
2582,75175,"GLYCERYL STEARATE"
3662,75180,"GLYCINE OF TALL OIL FATTY ACIDS"
3215,75187,"GLYCOL DISTEARATE"
1210,75200,"GLYCOL ETHERS"
934,75400,"GLYCOLIC ACID"
3216,75510,"GLYCOL STEARATE"
3901,75550,"GLYCOLURIL"
2997,75620,"GLYPHOSATE"
5810,75625,"GLYPHOSATE, DIAMMONIUM SALT"
1855,75650,"GLYPHOSATE, ISOPROPYLAMINE SALT"
2301,75675,"GLYPHOSATE, MONOAMMONIUM SALT"
5820,75685,"GLYPHOSATE, POTASSIUM SALT"
2275,75700,"GLYPHOSATE, SODIUM SESQUI SALT"
2327,75705,"GLYPHOSATE-TRIMESIUM"
3663,75710,"GRANITE"
5145,75715,"GRAPE POMACE"
3664,75720,"GROUND OATS"
3217,75750,"GRAPHITE"
3840,75780,"GREEN M LIQUID DYE"
1687,75790,"GREEN VITRIOL"
2583,75800,"GROUND CORN COBS"
2584,75900,"GROUND RICE HULLS"
2585,76000,"GROUND SESAME PLANT"
5077,76010,"GYPSY MOTH NPV"
3666,76050,"GUAR GUM"
3218,76060,"GUM TRAGACANTH"
2586,76100,"H.A.S. SOLVENT"
316,76500,"HALAZONE"
3667,76550,"HEARTS OF CORN FLOUR"
5019,76600,"HALOFENOZIDE"
3919,76650,"HALOSULFURON"
5761,76675,"HARPIN PROTEIN"
317,76700,"HEPTACHLOR"
4073,76750,"HEPTACHLOR EPOXIDE"
90317,76800,"HEPTACHLOR, OTHER RELATED"
3220,76816,"2-(8-HEPTA DECENYL)-4-METHYL-2-OXAZOLINE-4-METHANOL"
1729,77025,"HEPTADECYL HYDROXYETHYL IMIDAZOLINE PHOSPHATE"
1911,77050,"HEPTADECYL HYDROXYETHYL IMIDAZOLINIUM CHLORIDE"
931,77100,"2-HEPTADECYL-1-HYDROXYETHYL-IMIDAZOLINIUM HYDROCHLORIDE"
3221,77175,"2-HEPTADECYL-1-METHYL-1-(2-STEAROYL AMIDE) ETHYL) IMIDAZOLINIUMMETHYL SULFATE"
4009,77250,"HEPTAMETHYLTRISILOXANE ETHOXYLATED (8 EO)"
3222,77252,"1-HEPTANOL"
3223,77325,"2-HEPTANONE"
3668,77330,"HEPTYL BUTYRATE"
3224,77350,"2-HEPTYL-2-IMIDAZOLINIUM HYDROXIDE-1-CARBOXY METHYLOXY ETHYL-1-CARBOXY METHYL, DISODIUM SALT"
320,77400,"HEXACHLOROACETONE"
90320,77500,"HEXACHLOROACETONE, OTHER RELATED"
321,77600,"HEXACHLOROBENZENE"
2587,77700,"HEXACHLORO DIBENZO-P-DIOXIN"
2588,77760,"1,4,5,6,7,7-HEXACHLORO-5-NORBORNENE-2,3-DIMETHANOL"
2589,77770,"4,5,6,7,8,8-HEXACHLORO-2,3,3A,7,7A-HEXAHYDRO-4,7-METHANO BENZOFURAN"
322,77800,"HEXACHLOROPHENE"
413,78000,"HEXACHLOROPHENE, SODIUM SALT"
1997,78020,"(Z,E)-7,11-HEXADECADIEN-1-YL ACETATE"
91997,78022,"(Z,E) 7,11-HEXADECADIEN-1-OL ACETATE, OTHER RELATED"
1998,78040,"(Z,Z)-7,11-HEXADECADIEN-1-YL ACETATE"
91998,78042,"(Z,Z) 7,11-HEXADECADIEN-1-OL ACETATE, OTHER RELATED"
5316,78050,"(Z)-11-HEXADECEN-1-YL ACETATE"
2126,78060,"(Z)-11-HEXADECENAL"
5314,78080,"(Z,Z)-11,13-HEXADECADIENAL"
5767,78090,"(Z)-11-HEXADECEN-1-OL ACETATE"
1968,78100,"HEXADECYL CYCLOPROPANE CARBOXYLATE"
1168,78200,"HEXADECYL DIMETHYL BENZYL AMMONIUM CHLORIDE"
3225,78212,"2,2'-HEXADECYL IMINO DIETHANOL"
3899,78220,"HEXAFLUMURON"
2590,78250,"HEXAHEXYL DISTANNOXANE"
1384,78300,"HEXAHYDRIC ALCOHOL"
1670,78400,"HEXAHYDRO-1,3,5-TRIETHYL-S-TRIAZINE"
1171,78500,"HEXAHYDRO-1,3,5-TRIS (2-HYDROXYETHYL)-S-TRIAZINE"
1915,78550,"HEXAHYDRO-1,3,5-TRIS-2-HYDROXYPROPYL-S-TRIAZINE"
3226,78562,"HEXAMETHYLENE HYDROCHLORIDE"
2591,78575,"HEXAMINE"
3227,78587,"N-HEXANE"
3892,78595,"1,6-HEXANEDIAMINE"
2592,78600,"HEXANE DITHIOL DIACETATE"
3219,78608,"1-HEPTADECENYL-2-(2-HYDROXYETHYL)-2-IMIDAZOLINIUM CHLORIDE"
3229,78624,"1-HEXANOL"
1871,78650,"HEXAZINONE"
2593,78700,"2-HEXEN-1-OL ACETATE"
1254,78800,"HEXYLENE GLYCOL"
2303,78900,"HEXYTHIAZOX"
2594,78950,"HI-SOL 15"
3231,78975,"HOMOSALATE"
2595,79000,"HONEY"
2596,79050,"HOSTAPHAT MDAR-N-040"
3942,79075,"HOSTAPON T POWDER HIGHLY CONCENTRATED"
2597,79100,"HUMIC ACID"
2203,79400,"HYDRAMETHYLNON"
2598,79450,"HYDRAZINE"
4031,79475,"HYDROCHLORIDE SALT"
964,79500,"HYDROCORTISONE"
2599,79550,"HYDROFLUOROCARBON 152A"
3830,79560,"HYDROGENATED CASTOR OIL"
3670,79575,"HYDROGENATED SOYBEAN OIL"
329,79600,"HYDROGEN CHLORIDE"
2238,79625,"HYDROGEN CYANAMIDE"
1794,79650,"HYDROGEN PEROXIDE"
5146,79670,"HYDROGENATED VEGETABLE OILS"
1368,79700,"HYDROGENATED WAX, NEUTRAL WAX AND ALKALI SOAPS OF FATTY ACIDS"
1803,79710,"ALPHA-HYDRO-OMEGA-HYDROXYPOLY (OXYPOLYPROPYLENE)"
2600,79720,"HYDROPHOSPHOROUS ACID"
3233,79725,"HYDROQUINONE"
2244,79730,"HYDROPRENE"
2601,79745,"HYDROTREATED PARAFFINIC SOLVENT"
2602,79750,"2-HYDROXY ALACHLOR"
4074,79755,"3-HYDROXYCARBOFURAN"
1664,79760,"1-(2-HYDROXYETHYL)-2-ALKYL-2-IMIDAZOLINE, ALKYL DERIVED FROM TALL OIL FATTY ACIDS"
2603,79780,"1-HYDROXYETHYL-1-BENZYL-2-ALKYL IMIDAZOLINIUM CHLORIDE"
1511,79800,"HYDROXYETHYL CELLULOSE"
3234,79850,"2-HYDROXY ETHYL DIMETHL 3-OCTADECANAMIDO PROPYL AMMONIUM NITRATE"
1130,79900,"N-(2-HYDROXYETHYL) ETHYLENE DIAMINE TRIACETIC ACID, COPPER SALT"
911,80000,"N-(2-HYDROXYETHYL) ETHYLENE DIAMINE TRIACETIC ACID,TRISODIUM SALT"
956,80300,"N-2-HYDROXYETHYL IMINODIACETATE"
2604,80305,"HYDROXYETHYL METHYL SULFONE"
926,80310,"2-HYDROXYETHYL OCTYL SULFIDE"
90926,80315,"HYDROXYETHYL OCTYL SULFIDE, OTHER RELATED"
3235,80318,"HYDROXYL AMINE SULFATE"
2605,80320,"HYDROXYL PHENOLIC CARBOXYLIC ACID"
2606,80325,"HYDROXY MERCURI NITROPHENOL"
1965,80330,"5-HYDROXY METHOXY METHYL-1-AZA-3,7-DIOXABICYCLO (3.3.0) OCTANE"
1662,80335,"2-((HYDROXYMETHYL)AMINO) ETHANOL"
1922,80340,"2-((HYDROXYMETHYL)AMINO)-2-METHYL-1-PROPANOL"
1966,80350,"5-HYDROXYMETHYL-1-AZA-3,7-DIOXABICYCLO (3.3.0) OCTANE"
2306,80355,"HYDROXYMETHYL-5,5-DIMETHYL HYDANTOIN"
2607,80360,"2-(2'-HYDROXY-5-METHYL PHENYL)-BENZOTRIAZOLE"
2608,80365,"2-HYDROXY-4-N-OCTYL BENZOPHENONE"
2609,80370,"4'-HYDROXY-M-PHENOXY BENZOIC ACID"
1967,80375,"5-HYDROXYPOLY (METHYLENEOXY) (74%C2, 21%C3, 4%C4, 1%C5) METHYL-1-AZA-3,7-DIOXABICYCLO (3.3.0) OCTANE"
3236,80381,"N-(2-HYDROXY PROPYL) DECANAMIDE"
972,80800,"(2-HYDROXYPROPYL) THIOMETHANE SULFONATE"
2610,80805,"2-(3-HYDROXYPROPYL)-HEPTA-METHYL TRISILOXANE, ETHOXYLATED, ACETATE"
3238,80807,"N-(2-HYDROXY PROPYL) OCTANAMIDE"
2611,80810,"6-HYDROXY-5-((P-SULFOPHENYL) AZO-2-NAPHTHALENE SULFONIC ACID,SODIUM SALT"
2612,80820,"O-(6-HYDROXY-3-OXO-3H-XANTHEN-9-YL)-9-(O-CARBOXYPHENYL)-6-HYDROXY-3-ISOXANTHENONE BENZOIC ACID"
1969,80850,"HYDROXYPROPYL METHYL CELLULOSE"
5030,80853,"HYDROXYSIMAZINE"
3239,80854,"HYMECROMONE"
4034,80855,"HYMEXAZOL"
323,80860,"IBA"
2084,80875,"IMAZALIL"
2240,80885,"IMAZAMETHABENZ"
5756,81000,"IMAZAMOX"
5757,81010,"IMAZAMOX, AMMONIUM SALT"
2256,81100,"IMAZAPYR"
2257,81200,"IMAZAPYR, ISOPROPYLAMINE SALT"
2613,81300,"IMAZAQUIN"
3006,81310,"IMAZAQUIN, AMMONIUM SALT"
5109,81312,"IMAZAQUIN, SODIUM SALT"
2340,81320,"IMAZETHAPYR"
2341,81340,"IMAZETHAPYR, AMMONIUM SALT"
3849,81345,"IMIDACLOPRID"
5327,81347,"IMIPROTHRIN"
4001,81348,"INDENO[1,2-E][1,3,4}OXADIAZINE-4A(3H)CARBOXYLIC ACID,7-CHLORO-2,5-DIHYDRO-2-[[(METHOXYCARBONYL)[4-(TRIFLUORO-METHOXY)PHENYL]AMINO]CARBONYL]-METYL ESTER"
5752,81349,"INDIAN MEAL MOTH GRANULOSIS VIRUS"
3530,81350,"INDIGO CARMINE"
2614,81400,"INDOLE"
5099,81410,"INDOLE-3-BUTANETHIOIC ACID, S-PHENYL ESTER"
5331,81425,"INDOXACARB"
0,81450,"INERT INGREDIENTS"
3973,81455,"INERT (VOC REEVALUATION)"
3671,81460,"INORGANIC PHOSPHATE"
2615,81500,"INSTEX 10100 COLOR CONCENTRATE (BLACK)"
3672,81510,"INVERT SUGAR"
3673,81520,"INVERT SYRUP"
718,81600,"IODINE"
5783,81620,"IODOMETHANE"
1938,81650,"3-IODO-2-PROPYNYL BUTYL CARBAMATE"
1518,81700,"ALPHA-IONONE"
2616,81750,"IOXYNIL"
2081,81850,"IPRODIONE"
3523,81860,"IRGANOX 1010"
2617,81875,"IRGANOX 1076"
655,81900,"IRON"
2618,81925,"IRON OXIDE PIGMENT"
5014,81927,"IRON PHOSPHATE"
2282,81950,"ISAZOPHOS"
2619,81975,"ISOASCORBIC ACID, SODIUM SALT"
1422,82000,"ISOAMYL ACETATE"
2620,82100,"ISOBORNYL ACETATE"
2621,82150,"ISOBUTANE"
3241,82160,"ISOBUTYL ACETATE"
2622,82170,"ISOBUTYL ALCOHOL"
2110,82200,"ISOBUTYRIC ACID"
3242,82250,"ISODECYL ALCOHOL"
2194,82300,"ISOFENPHOS"
3008,82320,"ISOOCTYL ACRYLATE-STEARYL METHACRYLATE-ACRYLIC ACID COPOLYMER"
3243,82350,"ISOOCTYL DIPHENYL PHOSPHITE"
3258,82375,"ISOOCTYL PHOSPHATE"
864,82400,"ISOOCTYL PHENOXY POLYETHOXY ETHANOL"
2262,82500,"ISOOCTYL PHTHALATE"
5070,82510,"N-ISONONYL-N,N-DIMETHYL DECANAMINIUM CHLORIDE"
2623,82525,"ISOPARAFFIN, C11-C12"
2624,82550,"ISOPARAFFIN, C12-C14"
1641,82600,"ISOPARAFFINIC HYDROCARBONS"
3244,82650,"ISOPENTANE"
1681,82700,"ISOPROPALIN"
3245,82725,"ISOPROPANOLAMINE NITRITE"
2190,82750,"Z-2-ISOPROPENYL-1-METHYL CYCLOBUTANE ETHANOL"
342,82800,"ISOPROPYL ALCOHOL"
3246,82812,"ISOPROPYLAMINE"
3247,82824,"ISOPROPYLAMINE DODECYLBENZENE SULFONATE"
3248,82836,"ISOPROPYLAMINE METHYL NAPHTHALENE SULFONATE"
3249,82848,"ISOPROPYLAMINE SALT OF OLEYL ISOPROPANOLAMIDE SULFOSICCINIC ACID"
3250,82860,"ISOPROPYLAMINE SALT OF STEAROYL ISOPROPANOLAMIDE SULFOSUCCINIC ACID"
3251,82872,"ISOPROPYLAMINE SULFATE"
3252,82884,"ISOPROPYLAMINE SULFONATE"
3931,82890,"ISOPROPYLATED NAPHTHALENESULFONIC ACID, SODIUM SALT"
1161,82900,"ISOPROPYL CRESOL"
2625,82925,"ISOPROPYLENE GLYCOL BUTYL ETHER"
3253,82965,"ISOPROPYL HYDROXYAMINE NITRITE"
1191,83000,"ISOPROPYL LANOLIN"
2626,83050,"ISOPROPYL MYRISTATE"
3255,83062,"ISOPROPYL PALMITATE"
3256,83074,"ISOPROPYL PHENOL"
3257,83086,"ISOSTEARIC ACID"
2627,83100,"ISOSTEARYL ALCOHOL"
1435,83300,"2-ISOVALERYL 1-1,3-INDANDIONE"
1736,83400,"2-ISOVALERYL 1-1,3-INDANDIONE, CALCIUM SALT"
2289,83425,"ISOXABEN"
3674,83426,"IVORY SNOW"
2146,83450,"JAGUAR"
2628,83500,"K 1A112"
2629,83600,"KAOLIN"
691,83700,"KARBUTILATE"
2630,83800,"KELSOL 3931"
3526,83900,"KELSOL 5134"
2071,84100,"KEROSENE"
4075,84125,"3-KETOCARBOFURAN PHENOL"
1949,84150,"KINOPRENE"
3936,84175,"(S)-KINOPRENE"
2631,84200,"KM SPRAY OIL"
351,84250,"KORAX"
5451,84260,"KRESOXIM-METHYL"
2632,84275,"KRYNAC 1122"
1667,84300,"LACTIC ACID"
3538,84350,"LACTOFEN"
1400,84400,"LACTOSE"
3001,84425,"LAGENIDIUM GIGANTEUM (CALIFORNIA STRAIN)"
2297,84550,"LAMBDA CYHALOTHRIN"
1145,84600,"LANOLIN"
2633,84700,"LANOLIN OIL"
3259,84750,"LAPYRIUM CHLORIDE"
3675,84760,"LARD"
2634,84800,"LATEX PAINT"
3260,84833,"LAURAMIDE DEA"
3261,84866,"LAURAMIDE MED"
2635,84900,"LAURAMIDE/LINOLEAMIDE DIETHANOLAMIDE"
5324,84910,"LAURIC ACID"
3676,85025,"LAURIC ACID, BARIUM CADMIUM SALT"
1920,85050,"LAURIC & MYRISTIC ACIDS, POTASSIUM SALTS"
2343,85060,"LAURYL ALCOHOL"
2255,85065,"N-LAURYL CAPROLACTAM"
1169,85075,"LAURYL DIETHANOLAMIDE"
3262,85087,"LAURYL DIETHYLENE DIAMINO GLYCINE"
2636,85100,"LAURYL DIMETHYLAMINE OXIDE"
1089,85300,"LAURYL METHACRYLATE"
3677,85350,"LAURYL METHACRYLATE POLYMER"
3678,85375,"LAURYL POLYOXYETHYLENE SULFATE"
1238,85400,"LAURYL PYRIDINIUM-5-CHLORO-2-MERCAPTO BENZOTHIAZOLE"
5771,85450,"LAURYL SULFATE"
2637,85500,"LAURYL SULFATE SALTS"
5017,85525,"LAVANDIN OIL"
2638,85600,"LEAD"
354,85700,"LEAD ARSENATE, BASIC"
353,85800,"LEAD ARSENATE (STANDARD)"
1106,85900,"LEAD METASILICATE"
3264,85950,"LECITHIN"
1271,86000,"LEAD MONOXIDE"
2639,86100,"LEONIL DB POWDER"
1676,86300,"LEPTOPHOS"
91676,86310,"LEPTOPHOS, OTHER RELATED"
1866,86350,"LEVULINIC ACID, CHLORINATED"
2640,86400,"LIGNIN"
1763,86410,"LIGNIN SULFATE (SODIUM SALT)"
1765,86420,"LIGNIN SULFONIC ACID"
2641,86430,"LIGNIN SULFONIC ACID, AMMONIUM SALT"
1981,86432,"LIGNIN SULFONIC ACID, CALCIUM SALT"
1925,86435,"LIGNIN SULFONIC ACID, COPPER SALT"
1769,86440,"LIGNIN SULFONIC ACID, IRON SALT"
1926,86445,"LIGNIN SULFONIC ACID, MAGNESIUM SALT"
1770,86450,"LIGNIN SULFONIC ACID, MANGANESE SALT"
1783,86460,"LIGNIN SULFONIC ACID, METAL SALTS"
1768,86480,"LIGNIN SULFONIC ACID, ZINC SALT"
1771,86490,"LIGNIN SULFONIC ACID, ZINC, MANGANESE & IRON SALTS"
3265,86493,"LIGNOFLEX"
2642,86495,"LIGROIN"
977,86500,"LIME"
358,86600,"LIME-SULFUR"
979,86700,"LIMONENE"
2643,86720,"LIMONIA 19-11189"
2239,86750,"LINALOOL"
359,86800,"LINDANE"
1520,86900,"LINEAR ALKYL SULFONATE"
1836,86950,"LINEAR ALKYL SULFONATE, POTASSIUM SALT"
3930,86975,"LINEAR PRIMARY ALCOHOLS, C12-15"
1157,87000,"LINOLEIC ACID"
2005,87100,"LINOLENIC ACID"
2644,87125,"LINSEED OIL, BOILED"
2645,87150,"LINSEED OIL WITH DRIERS"
2646,87175,"LINSEED-SOYA ALKYD RESIN"
361,87200,"LINURON"
1301,87300,"LION WASTE"
3924,87325,"LITHIUM CARBONATE"
5318,87335,"LITHIUM CHLORIDE"
3267,87350,"LITHIUM HYDROXIDE"
922,87400,"LITHIUM HYPOCHLORITE"
3268,87425,"LITHIUM PERCHLORATE"
5678,87435,"LITHIUM (PERFLUORO OCTANE) SULFONATE"
2647,87450,"LOCUST BEAN GUM"
2648,87500,"LONG OIL ALKYD 5070"
